id,jounral_abbreviation,article_title,journal_title,article_language,article_jcreated_at,journal_issn,article_jvolumn,article_pagination,article_jissue,author_list
377284,American journal of physiology. Endocrinology and metabolism,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,Am J Physiol Endocrinol Metab,eng,1/2/09,0193-1849,283,E556-64,3,"{""Paola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}"
420138,J Am Diet Assoc,"Dietary practices of ballet, jazz, and modern dancers",Journal of the American Dietetic Association,empty,1/1/92,1878-3570,92,319-324,3,"{""Stensland SH"",""Sobal J""}"
444273,empty,Iatrogenic perforation at colonic imaging.,empty,empty,empty,empty,0,empty,0,{NULL}
816680,empty,The embodied nature of medical concepts: Image schemas and language for pain,Cognitive Processing,English,1/14/01,1612-4782     1612-4790,15,283-296,3,"{""M. Tercedor Snchez"",""J.A. Prieto Velasco""}"
491006,empty,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,empty,English,1/15/01,empty,24,160-6,2,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,Fertil. Steril.,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,Fertility and sterility,eng,1/9/08,1556-5653,92,667-77,2,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,Cancer Chemother. Pharmacol.,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.",Cancer chemotherapy and pharmacology,eng,1/14/04,1432-0843,73,721-7,4,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
847287,Psychooncology,"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",Psycho-oncology,eng,1/6/03,1057-9249,15,248-58,3,"{""Sarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}"
764224,empty,High intensity interval exercise training in overweight young women,empty,empty,1/12/01,empty,52,255-62,3,"{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}"
591619,empty,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,empty,eng,1/12/01,empty,39,135-41,2,"{""A. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}"
125072,Curr Opin Pharmacol,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,Current opinion in pharmacology,eng,1/3/04,1471-4892,3,146-51,2,"{""Noritoshi Nagaya"",""Kenji Kangawa""}"
255432,Cochrane Database Syst Rev,Pool fencing for preventing drowning in children.,The Cochrane Database Of Systematic Reviews,eng,1/1/00,1469-493X,-1,CD001047,2,"{""D C Thompson"",""F P Rivara""}"
689284,Cancer Immunol. Immunother.,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,"Cancer immunology, immunotherapy : CII",eng,1/14/09,1432-0851,63,911-24,9,"{""HongQiang Wang"",""Dwain K Irvin"",""Ashley Gragg"",""Xiao-xue Zhang"",""Christopher J Wheeler"",""Keith L Black"",""Lucia Veiga"",""Ryan Cordner"",""Mandana Zandian"",""Akanksha Panwar"",""Emmanuel Jouanneau"",""Yuying Zhai"",""Shyam Goverdhana"",""Armen Mardiros""}"
781141,empty,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,BMJ Open,English,1/13/01,2044-6055,3,empty,10,"{""T. L. Davies"",""B. Bovill"",""S. Johnston"",""M. T. May"",""M. Gompels""}"
148787,empty,Cardiac atrophy in women following bed rest,empty,eng,1/7/01,empty,103,8-16 ST  - Cardiac atrophy in women following bed rest-,0,"{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}"
779281,empty,Patent abstractsnull,Industrial Robot: An International Journal,empty,1/11/01,0143-991X,38,empty,4,{NULL}
684757,J Rheumatol,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,The Journal Of Rheumatology,eng,1/1/04,0315-162X,28,745-50,4,"{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}"
447382,empty,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,empty,empty,empty,empty,0,empty,0,{NULL}
585766,J Appl Physiol,Thermoregulatory response of women to intermittent work in the heat,Journal of applied physiology,empty,1/1/76,0021-8987,41,57-61,1,"{""B. L. Drinkwater"",""J. E. Denton"",""S. M. Horvath"",""P. B. Raven""}"
185291,empty,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,empty,empty,1/10/01,empty,13,305-310,0,"{""Denys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}"
886237,empty,"Effet d'une intervention non mdicamenteuse, Voix d'Or, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention, Voix d'Or, on behavior disturbances in Alzheimer disease and associated disorders.]",Griatrie et Psychologie Neuropsychiatrie du Vieillissement,empty,empty,2115-7863(Electronic);2115-8789(Print),11,323-330,3,"{""Graldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}"
954493,empty,The Hierarchical Organization of Intellectual Structures,empty,English,1/1/66,empty,0,13,0,"{""Sheldon H. White""}"
922646,empty,Desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,Anesthesiology (Hagerstown),eng,11/1/96,22-Mar,85,999-1004,5,"{""P Talke"",""J Caldwell"",""B Dodsont"",""C A Richardson""}"
843485,Trans. R. Soc. Trop. Med. Hyg.,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,Transactions of the Royal Society of Tropical Medicine and Hygiene,eng,1/12/02,1878-3503,106,110-6,2,"{""Peter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}"
668845,empty,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,BMC public Health,eng,1/13/01,1471-2458,13,S13,-1,"{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}"
863844,Int J Clin Exp Pathol,Sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.,International journal of clinical and experimental pathology,eng,1/13/01,1936-2625,6,3-Aug,11,"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}"
946006,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,Int J Gynecol Cancer,eng,1/11/01,1048-891X (Print)     1048-891x,21,378-84,2,"{""A. J. Ghia"",""V. J. Gonzalez"",""J. D. Tward"",""A. M. Stroup"",""D. K. Gaffney"",""L. Pappas""}"
36429,Neurologia,[Neurological dysfunction induced by bilirrubin].,"Neurologia (Barcelona, Spain)",spa,1/12/05,1578-1968,27,202-11,4,"{""V Cus_"",""H Galvez"",""M Iriondo"",""J Campistol"",""I Mlaga"",""A Garc_a Cazorla""}"
259367,empty,A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients,empty,empty,1/11/01,empty,14,208-213,0,"{""A. Erol"",""J. B. Celik"",""I. Kara"",""A. Topal"",""S. Guven""}"
977276,empty,Data mining usage in health care management: literature survey and decision tree application,Medicinski Glasnik,empty,1/8/01,1840-0132 1840-2445 (electronic),5,57-64,1,"{""M. P. Bach"",""D. Cosic""}"
369578,empty,Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.,Scientific Session and Scientiftc Poster Abstracts,eng,4/1/99,1051-0443,10,421-7,4,"{""D J Sadler"",""R R Gray"",""B D Schouten"",""J M Bohnen"",""J K Wong"",""R Mustard"",""G Doyle"",""R A Pugash"",""J Sanabria""}"
772616,empty,Antivitamin K drugs in stroke prevention,Curr. Vasc. Pharmacol.,empty,empty,-7518,11,817-823,6,"{""di Raimondo D."",""Pinto A."",""Lucifora B."",""Tuttolomondo A."",""Licata G."",""Butt_ C.""}"
334681,J.Am.Geriatr.Soc.,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,Journal of the American Geriatrics Society,empty,1/13/01,14-Feb,61,1182-7,7,"{""Jamehl L. Demons"",""Jeff D. Williamson"",""Kathryn E. Callahan"",""James Lovato"",""Janice S. Lawlor"",""Hal H. Atkinson"",""Ann Lambros"",""Franklin S. Watkins"",""Kaycee M. Sink"",""Brooke R. Davis"",""Mary F. Lyles""}"
757463,empty,Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.,Am. J. Trop. Med. Hyg.,eng,1/3/06,Feb-37,68,721-7,6,"{""Mayuko Saito"",""Susan Olender"",""Robert H Gilman"",""Christian T Bautista"",""Evelyn J Hsieh"",""Luz Caviedes"",""Kari Gillenwater"",""Jane Apgar"",""Pedro Moro"",""Andres G Lescano""}"
465176,empty,A literature review on chronic pain: the daily overcoming of a complex problem.,empty,empty,empty,empty,0,empty,0,{NULL}
368072,empty," Mobilisation with movement and exercise, corticosteroid injection, or wait and see for tennis elbow"," BMJ 2006, 333:939",empty,empty,empty,0,empty,0,"{""Vicenzino B Bisset L, Beller E, Jull G, Brooks P, Darnell R""}"
812893,empty,Clinical outcomes and cost-effectiveness of strategies for managing people at high risk for diabetes (Structured abstract),Annals of Internal Medicine,empty,1/5/01,empty,143,251-264,1,"{""L. Schlessinger"",""D. M. Eddy"",""R. Kahn""}"
380945,empty,Soleus Hoffmann-reflex modulation during walking in healthy elderly and young adults.,The Journals of Gerontology: Series A: Biological Sciences and Medical Sciences,eng,12/1/00,1079-5006,55,B570-9,12,"{""G R Chalmers"",""K M Knutzen""}"
513829,Skeletal Radiol,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volume CT data.,Skeletal Radiology,eng,1/14/11,1432-2161,43,1605-11,11,"{""Dominic S Carreira"",""Ross M Borzykowski"",""John Kozy"",""Steven D Needell""}"
862798,empty,A pharmacoeconomic evaluation of statins in the treatment of hypercholesterolaemia in the primary care setting in Spain (Structured abstract),Pharmacoeconomics,empty,1/5/01,empty,23,275-287,3,"{""P. Tarraga-Lopez"",""J. M. Ocana-Lopez"",""J. Miguel-Clave"",""J. Solera-Albero"",""M. Cerdan-Oliver"",""M. A. Lopez-Cara"",""A. Celada-Rodriguez""}"
316632,empty,When is carotid angioplasty and stenting the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,empty,empty,1/14/01,empty,35,327-32,2,"{""M. Goyal"",""S. Wiebe"",""M. D. Hill"",""F. M. Clement"",""J. H. Wong"",""M. A. Almekhlafi"",""D. Yavin""}"
38413,empty,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,empty,eng,1/14/01,empty,17,384-6 ST  - Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare-,0,"{""J. DA  - May-Jun DO  - 10.4103/1119-3077.130253 DP  - NLM ET  - 2014/04/10 Wu"",""Q. Zhao"",""Y. Fan"",""Y. S. Liao""}"
595469,empty,Carriage of methicillin-resistant Staphylococcus aureus by veterinarians in Australia,empty,eng,1/11/01,empty,89,152-9,5,"{""M. D. Barton"",""J. Simon"",""J. E. Axon"",""S. Moss"",""S. G. Morris"",""D. J. Trott"",""S. Fury"",""M. Maiwald"",""P. Giffard"",""D. Jordan"",""P. Southwell""}"
49698,empty,"Multicenter, randomized, placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders",empty,eng,1/9/01,empty,137,"1261-9 ST  - Multicenter, randomized, placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders-",0,"{""C. C2  - Pmc2827243 C6  - Nihms132141 DA  - Oct DO  - 10.1053/j.gastro.2009.06.060 DP  - NLM ET  - 2009/07/15 Di Lorenzo"",""M. Saps"",""S. Nurko"",""P. Hyman"",""N. Youssef"",""A. Miranda"",""J. Cocjin""}"
900624,empty,Terbutaline pump for the prevention of preterm birth (Structured abstract),Health Technology Assessment Database,empty,1/11/01,empty,0,empty,4,"{""R. Daniel"",""M. T. Ansari"",""L. Weeks"",""S. Doucette"",""A. Tsertsvadze"",""B. Skidmore"",""K. Singh"",""L. Gaudet"",""M. Walker"",""S. Tsouros""}"
246528,"Journal of hand surgery (Edinburgh, Scotland)",Complex regional pain syndrome type 1 after fractures of the distal radius: a prospective study of the role of psychological factors,J Hand Surg Br,eng,1/5/01,0266-7681 (Print) 0266-7681,30,574-80,6,"{""A. Zyluk"",""P. Puchalski""}"
347144,J. Cardiovasc. Electrophysiol.,Interatrial conduction measured during biventricular pacemaker implantation accurately predicts optimal paced atrioventricular intervals.,Journal of cardiovascular electrophysiology,eng,1/7/03,1540-8167,18,290-5,3,"{""Abdi Rasekh"",""Jie Cheng"",""Ali Massumi"",""Michael R Ujhelyi"",""Vadim Levin"",""Mehdi Razavi"",""James A Coles"",""Margit Nemeth"",""Ilyas Colombowala""}"
957059,empty,Clinical comparison of the effects of nimesulide and ibuprofen on fever in children. [Chinese],Chinese Journal of New Drugs,"Chinese     Chinese, English",1/12/01,empty,21,451-457,4,"{""W. T. Yu"",""S. Yang"",""Y. Tang"",""B. Wu"",""J. X. Zhou""}"
269313,empty,Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/chronic pelvic pain syndrome: a pilot study,empty,empty,empty,empty,94,930-936,5,"{""Yong-Kyun Kim"",""Tae Yoong Jeong"",""Won Hyuk Chang"",""Sang Chul Lee"",""Jeong-Gyu Yoon"",""Dong Suk Kim""}"
267879,The European journal of general practice,The value of routine radiography in patients with knee osteoarthritis consulting primary health care: a study of agreement,Eur J Gen Pract,eng,1/14/01,1381-4788,20,6-Oct,1,"{""O. H. Simonsen"",""S. T. Skou"",""H. Thomsen""}"
224232,Gut,Studies with the maximal histamine test.,Gut,eng,8/1/65,0017-5749,6,364-71,4,"{""A M Mulekar"",""B J Vakiland""}"
62306,Gen Dent,Mandibular second molar with C-shaped canal morphology and five canals: report of a case.,General dentistry,eng,1/4/05,0363-6771,52,253-4,3,"{""Fred W Benenati""}"
182986,empty,Assessing food safety system in sub-Saharan countries: An overview of key issues,Food Control,empty,1/7/01,0956-7135,18,131-134,2,"{""K. Nguz""}"
663994,Neuropsychologia,Hearing feelings: a quantitative meta-analysis on the neuroimaging literature of emotional prosody perception.,Neuropsychologia,eng,1/12/10,1873-3514,50,2752-63,12,"{""Vincent J P Van Heuven"",""Niels O Schiller"",""Jurriaan Witteman""}"
520771,empty,[Skeletal maturation in assessing underage asylum seekers].,"Euthanasie en andere medische beslissingen rond het levenseinde, 1990-1995",dut,5/28/05,0028-2162,149,1241; author reply 1241,22,"{""R R van Rijn"",""S G F Robben""}"
754594,empty,The ex vivo antimicrobial activity and colonization rate of two antimicrobial-bonded central venous catheters,empty,eng,1/1/99,empty,27,1128-31,6,"{""G. Abraham"",""Jr. Fromm, R. E."",""P. E. Marik"",""J. Varon"",""P. Careau""}"
817046,AM. J. ACUPUNCT.,Acupuncture anesthesia used in rabbit abdominal operations,American Journal of Acupuncture,English,1/1/76,00913960 (ISSN),4,149-156,2,"{""M.M.P. Yang"",""S.H. Kok"",""G.T.C. Lee""}"
736183,empty,Posterior positional plagiocephaly treated with cranial remodeling orthosis.,Swiss Med. Wkly,eng,6/30/07,1424-7860,137,368-72,25,"{""D Kalina"",""S de Ribaupierre"",""O Vernet"",""P -F Leyvraz"",""B Rilliet"",""B Cavin""}"
963532,empty,Cardiac MRI in ischemic heart disease,Circulation Journal,empty,1/9/01,empty,73,1577-1588,9,"{""S. Kato"",""M. Ishida"",""H. Sakuma""}"
131820,CNS Spectr,"Twisting the night away: a review of the neurobiology, genetics, diagnosis, and treatment of shift work disorder.",CNS spectrums,eng,1/13/12,1092-8529,18,45-53; quiz 54,-1,"{""Debbi Ann Morrissette""}"
704093,empty,[Evaluation of treatment outcomes in tuberculosis of knee and hip joints in 2005-2012].,Paliativn_ Schanzova osteotomie p_i nereponibiln_ luxaci kyeln_ho kloubu u pacient s d_tskou mozkovou obrnou v adolescentn_m v_u,cze,1/13/01,15-Jan,80,256-62,4,"{""D Chochol"",""R Chaloupka"",""B Kala"",""J Gallo"",""M Netval""}"
