97547.birthplace,Conkary,Conakry
82517.manager,Mayan_Tautnhahn,Mayan_Tautenhahn
101438.name,Fortune_Orestes,Magne_Chihping
10620.birthplace,Gulfporft,Gulfport
183074.surname,aWlrath,Walrath
46545.name,Brad_Zhaofang,Mejar_Congxiao
46271.team,ACFFiorentina,ACF_Fiorentina
76975.birthyear,1797,1977
92745.birthplace,Gulfpoort,Gulfport
66724.city,Seatlte,Seattle
63082.season,u2013,2013
91019.birthyear,19y85,1985
135569.manager,lYoung_Giese,IlYoung_Giese
119084.surname,braham,Abraham
124897.surname,braham,Abraham
82640.surname,igrain,Aigrain
60463.birthyear,9182,1982
95131.name,Fortune_Orestes,Sahin_Owen
99675.name,Fortune_Orestes,Elenora_Noriyuki
97329.surname,Munter,Munster
76716.birthyear,9180,1980
19378.city,Solna,Brasilia
26668.name,Brad_Zhaofang,Nalvo_Shaygan
48052.manager,Suranjan_Skaurai,Suranjan_Sakurai
30454.surname,Aigain,Aigrain
80434.birthyear,994,1994
69261.season,201,2011
8685.team,Juventdus,Juventus
26683.name,Brad_Zhaofang,Cherri_Toshiaki
181897.season,205,2015
14424.city,Cariff,Cardiff
25576.name,Brad_Zhaofang,Mahmut_Vyjayanti
123264.manager,Duckyoung_Pahye,Duckyoung_Padhye
28300.name,Ryoihci_Ilan,Ryoichi_Ilan
192068.season,2014,2013
104966.city,Muich,Munich
193753.team,S.C._Brabga,S.C._Braga
165968.season,2014,2013
112688.birthyear,9182,1982
142493.team,CF_Bayern_Munich,FC_Bayern_Munich
149864.stadium,BMO_iFeld,BMO_Field
115391.position,Defneder,Defender
2519.name,Brad_Zhaofang,Cherri_Toshiaki
78387.city,Itanbul,Istanbul
76340.season,0214,2014
137902.stadium,Allianz_rena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
183028.surname,Caman,Cagman
180333.surname,Dedodo,Dedood
6203.surname,Mikesons,Mikelsons
103162.surname,Schlloegel,Schloegel
22229.team,S.lC._Braga,S.C._Braga
131126.name,Catuscia_Ivxo,Catuscia_Ivo
116009.surname,Faqrrag,Farrag
32902.manager,Brnando_Jesus,Bernando_Jesus
58666.manager,Duckyuong_Padhye,Duckyoung_Padhye
97303.surname,Schwartzle,Schwartzel
78906.surname,Mallorqiu,Mallorqui
126576.manager,Masum_Kasprzak,Shigetomo_Abbas
39185.city,Solna,Brasilia
87237.surname,Abrahm,Abraham
136226.manager,Masum_Kasprzak,Robert_Lally
189584.team,ACF_iForentina,ACF_Fiorentina
173306.birthplace,Gufport,Gulfport
3132.name,Brad_Zhaofang,Elenora_Noriyuki
23291.name,CherriT_oshiaki,Cherri_Toshiaki
198493.surname,lix,Blix
80043.stadium,Constant_Vanden_Stcok_Stadium,Constant_Vanden_Stock_Stadium
150254.birthyear,1969,1996
92538.stadium,Kipng_Power_Stadium,King_Power_Stadium
18568.team,xS.C._Braga,S.C._Braga
76398.birthplace,Guldfport,Gulfport
187599.birthyear,184,1984
174302.manager,Rosbert_Lally,Robert_Lally
26619.stadium,BMO_Filed,BMO_Field
36482.manager,Xiaolei_onchette,Xiaolei_Ronchette
91193.birthyear,189,1989
99066.stadium,Jan_Bbreydel_Stadium,Jan_Breydel_Stadium
190107.city,Salvtador,Salvador
40612.city,Maontreal,Montreal
64865.surname,arbison,Harbison
146460.stadium,Stadio_Artmio_Franchi,Stadio_Artemio_Franchi
19523.position,Forwad,Forward
31189.position,Defnder,Defender
68728.birthyear,182,1982
3314.name,Brad_Zhaofang,Lorrin_Kazuki
86429.surname,Airgain,Aigrain
128051.stadium,BMO_Fied,BMO_Field
11465.surname,Aiglrain,Aigrain
20119.birthyear,978,1978
73893.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
180785.city,io_de_Janeiro,Rio_de_Janeiro
150029.team,S.rC._Braga,S.C._Braga
134103.season,2101,2011
192361.surname,Vaafie,Vafaie
56546.birthplace,Lexinton,Lexington
116876.birthplace,eNw,New
81066.surname,igrain,Aigrain
107355.birthplace,Savannlah,Savannah
46363.name,Brad_Zhaofang,Jianghai_Kiyotoshi
70421.birthyear,b1982,1982
84575.manager,Sriknth_Chimia,Srikanth_Chimia
102163.manager,Aiqun_Lefvergood,Aiqun_Levergood
55397.position,Dfeender,Defender
199549.season,2011***,2011
3055.name,Brad_Zhaofang,Raymond_Huaiyuan
171238.position,Forwrad,Forward
194980.stadium,Dqonbass_Arena,Donbass_Arena
48231.city,Solna,Brasilia
97475.birthplace,Indianaplis,Indianapolis
189661.stadium,ing_Power_Stadium,King_Power_Stadium
76105.birthplace,oMbile,Mobile
117795.manager,Rashi_Papadouraksi,Rashi_Papadourakis
25581.city,Salvadro,Salvador
132350.surname,udstrom,Rudstrom
144925.position,Deefnder,Defender
122003.birthyear,9182,1982
183877.stadium,Allianz_Arena_Oloympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
89615.manager,Veit_uLks,Veit_Luks
180655.manager,Sigenobu_Bodalgala,Sigenobu_Bodagala
126738.manager,Atsufumi_Compareto,Atsufumi_Comparetto
87171.birthyear,1919,1991
22209.team,FC_Dinamo_Bucursti,FC_Dinamo_Bucuresti
10792.birthplace,Gulfort,Gulfport
43181.birthplace,Farnkfurt,Frankfurt
191665.birthplace,aton,Baton
195327.surname,Woqlin,Wolin
178649.season,2014,2011
108383.manager,tsuyuki_Jayaprakash,Atsuyuki_Jayaprakash
92203.name,Fortune_Orestes,Ezio_Roslyn
46599.team,Roxyal_Antwerp_F.C.,Royal_Antwerp_F.C.
72011.birthyear,197q7,1977
29652.surname,Abrahaom,Abraham
93980.manager,Aiqu_nLevergood,Aiqun_Levergood
164687.season,2014,2013
26279.name,Brad_Zhaofang,Yadran_Mechthild
148460.season,201z1,2011
2352.name,Brad_Zhaofang,Sangjin_Martin
144578.manager,Masum_Kasprzak,Shigetomo_Abbas
109781.position,Goalkejeper,Goalkeeper
46716.name,Brad_Zhaofang,Gina_Kenta
178634.manager,Asuyuki_Jayaprakash,Atsuyuki_Jayaprakash
50688.manager,Atsuyuki_Jayapraksah,Atsuyuki_Jayaprakash
63467.season,2013,2012
5971.team,Juvetus,Juventus
26578.birthplace,ail,Vail
55768.name,Dlalas_Chongkye,Dallas_Chongkye
79799.position,Deefnder,Defender
180553.manager,iera_Faustini,Piera_Faustini
197359.team,Juvegntus,Juventus
138631.position,Middfield,Midfield
49762.birthyear,994,1994
98407.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
126106.manager,Masum_Kasprzak,Robert_Lally
110519.manager,Atsufumi_Comparettno,Atsufumi_Comparetto
25664.name,Brad_Zhaofang,Andres_Yahya
133887.surname,Fave,Favre
197068.position,efender,Defender
109871.season,2012,2014
176468.stadium,Allianz_Arena_OlympicS_tadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
25965.name,Brad_Zhaofang,Gesine_Tilmann
5786.birthplace,iWchita,Wichita
65738.city,alvador,Salvador
127529.manager,Masum_Kasprzak,Shigetomo_Abbas
60848.season,2013,2012
167014.team,FC_Anzh_Makhachkala,FC_Anzhi_Makhachkala
169849.position,Defhender,Defender
86763.birthyear,1f982,1982
148965.stadium,Jan_Breydel_Stavdium,Jan_Breydel_Stadium
176753.position,Mifdield,Midfield
46286.name,Brad_Zhaofang,Chitresh_Harlan
173459.team,C_Spartak_Moscow,FC_Spartak_Moscow
105284.surname,Hudelmaire,Hudelmaier
64372.surname,Aigvrain,Aigrain
69865.name,Ahtushi_Belli,Athushi_Belli
176613.manager,AiqunL_evergood,Aiqun_Levergood
181356.city,Munih,Munich
20250.team,Juvntus,Juventus
131087.birthyear,198p2,1982
158433.season,2o013,2013
49460.birthyear,192,1982
70043.name,Theordore_Zhaoqan,Theordore_Zhaoqian
45827.name,Brad_Zhaofang,Gesine_Tilmann
169386.season,2014,2011
60378.surname,Lleellyn,Llewellyn
131428.name,Daisy_Ryotavro,Daisy_Ryotaro
77569.team,S.C._qBraga,S.C._Braga
98457.name,Fortune_Orestes,Elenora_Noriyuki
113575.birthplace,Gufport,Gulfport
185795.birthplace,Gulfoprt,Gulfport
120538.team,ACF_Fiorentian,ACF_Fiorentina
46062.name,Brad_Zhaofang,Elie_Mart
95415.name,Cherri_Tosphiaki,Cherri_Toshiaki
25433.manager,XiaoleiR_onchette,Xiaolei_Ronchette
198687.city,Lodnon,London
54052.city,thens,Athens
4715.birthplace,bDallas,Dallas
36303.surname,ayne,Rayne
47640.surname,Aigrauin,Aigrain
196177.team,New_YorkRed_Bulls,New_York_Red_Bulls
100478.name,Gseine_Tilmann,Gesine_Tilmann
46290.name,Brad_Zhaofang,Mahmut_Vyjayanti
173756.city,Njaples,Naples
147614.stadium,Stadio_Oilmpico,Stadio_Olimpico
26854.name,Brad_Zhaofang,Bhuwan_Percy
85410.city,Ri_de_Janeiro,Rio_de_Janeiro
88835.birthplace,Wrsaw,Warsaw
2705.name,Brad_Zhaofang,Mejar_Congxiao
26626.name,Brad_Zhaofang,Tejwansh_Klemens
165725.manager,Srjikanth_Chimia,Srikanth_Chimia
49189.position,efender,Defender
52221.surname,xTomii,Tomii
32266.surname,Bertsvekas,Bertsekas
105067.stadium,Eostadio_da_Luz,Estadio_da_Luz
83893.surname,Stolovgitch,Stolovitch
114393.position,Goakeeper,Goalkeeper
188909.stadium,Allianz_Arena_Olympic_Stadium_Mumnich,Allianz_Arena_Olympic_Stadium_Munich
72525.season,2013,2012
137122.birthyear,9194,1994
101091.stadium,St_Jawmes__Park,St_James__Park
37315.season,2041,2014
83441.position,Goalkeerper,Goalkeeper
169388.stadium,Allianz_Arena_Olympic_Stadium_Muich,Allianz_Arena_Olympic_Stadium_Munich
28424.city,Solna,Brasilia
37626.season,2011***,2011
33264.position,Midfiedl,Midfield
80285.surname,chupeta,Schupeta
47984.birthyear,9184,1984
166403.stadium,King_Power_tSadium,King_Power_Stadium
40236.stadium,ing_Power_Stadium,King_Power_Stadium
32570.name,Rastislav_tSevo,Rastislav_Stevo
143744.surname,Kawakaim,Kawakami
43307.birthyear,1p978,1978
20564.surname,Aigrani,Aigrain
143145.season,2011,2014
34579.position,Defenkder,Defender
26444.name,Brad_Zhaofang,Surapol_Yechezkel
184380.season,s2012,2012
157602.birthyear,1f979,1979
36341.birthplace,Gulfpotr,Gulfport
4715.team,Wolverhampton_Wanderers_Footbal_Club,Wolverhampton_Wanderers_Football_Club
45754.name,Brad_Zhaofang,Rastislav_Stevo
39096.position,Defwender,Defender
27947.name,Klaus_Niuc,Klaus_Nicu
27876.city,Ttokyo,Tokyo
60911.city,Soulna,Solna
47880.team,CF_Spartak_Moscow,FC_Spartak_Moscow
77261.birthplace,Copenhaygen,Copenhagen
64946.birthyear,987,1987
52672.team,Tianjin_Tedag_F.C.,Tianjin_Teda_F.C.
53971.surname,Abrahawm,Abraham
43864.city,Solna,Brasilia
136720.manager,Masum_Kasprzak,Robert_Lally
198249.name,Hrace_Gunnvald,Horace_Gunnvald
25892.name,Brad_Zhaofang,Behcet_Liu
26367.name,Brad_Zhaofang,Djimitri_Gabriela
39901.birthyear,u1982,1982
72121.birthyear,19b84,1984
176874.birthyear,196,1996
86928.birthyear,989,1989
83108.season,2011,2014
139220.season,2011,2014
90210.team,oyal_Antwerp_F.C.,Royal_Antwerp_F.C.
152027.season,011,2011
103003.name,Fortune_Orestes,Jeroen_Yiyun
97222.birthyear,198,1978
185017.birthyear,194,1984
146400.stadium,Balaids,Balaidos
2523.name,Brad_Zhaofang,Suphachai_Tsukasa
11294.stadium,onstant_Vanden_Stock_Stadium,Constant_Vanden_Stock_Stadium
122498.season,0211,2011
170437.birthplace,Gulfpotr,Gulfport
185790.surname,Devroyae,Devroye
173735.birthyear,1898,1988
194278.birthplace,Wihcita,Wichita
195430.city,Tkyo,Tokyo
85194.birthplace,Gren,Green
17506.season,211,2011
60986.season,2013,2012
141072.manager,Masum_Kasprzak,Robert_Lally
126233.team,Culbe_de_Regatas_do_Flamengo,Clube_de_Regatas_do_Flamengo
141225.manager,Masum_Kasprzak,Shigetomo_Abbas
2446.name,Brad_Zhaofang,Chase_Jed
124823.birthyear,9184,1984
175230.season,2014,2013
46306.name,Brad_Zhaofang,Sarangan_Sreerama
3149.name,Brad_Zhaofang,Guilang_Prasant
14781.birthplace,uGlfport,Gulfport
134497.team,Royal_Antwerp_F..,Royal_Antwerp_F.C.
145508.birthplace,Beaumnot,Beaumont
24793.birthyear,9182,1982
191585.name,Surapol_Yechezel,Surapol_Yechezkel
125275.manager,Masum_Kasprzak,Shigetomo_Abbas
179742.season,c2011,2011
95844.birthplace,Guacymas,Guaymas
31464.city,Solnfa,Solna
166951.birthplace,Myrte,Myrtle
3408.name,Brad_Zhaofang,Gururaj_Emilio
189658.city,Tokoy,Tokyo
194635.season,q2013,2013
157136.team,oronto_FC,Toronto_FC
84604.surname,Axigrain,Aigrain
74424.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
14757.surname,Buttyna,Buttyan
91131.city,Toyko,Tokyo
175183.manager,SigenobuB_odagala,Sigenobu_Bodagala
34881.birthplace,alvador,Salvador
26777.name,Brad_Zhaofang,Fuyau_Boo
190606.birthplace,Rleno,Reno
24295.position,Mimdfield,Midfield
46457.name,Brad_Zhaofang,Chase_Jed
162289.stadium,Allianz_Arena_Olympic_Sntadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
46773.name,Brad_Zhaofang,Lui_Sherry
35853.birthplace,lE,El
175204.season,2011,2014
193266.team,Juvnetus,Juventus
18837.city,Solna,Brasilia
86442.position,Defendr,Defender
132008.birthplace,Gulfpot,Gulfport
178278.surname,Heiseman,Heiserman
46229.name,Brad_Zhaofang,Roger_Kazi
96309.name,Fortune_Orestes,Magne_Chihping
53807.team,Aalborg_Blodspilklub,Aalborg_Boldspilklub
52718.surname,igrain,Aigrain
46198.name,Brad_Zhaofang,Elie_Mart
186192.birthplace,hGulfport,Gulfport
124974.surname,aGwlick,Gawlick
181455.position,Forwadr,Forward
8060.manager,aRshi_Papadourakis,Rashi_Papadourakis
3542.name,Brad_Zhaofang,Behcet_Liu
72060.birthplace,Pars,Paris
14262.surname,eNkvinda,Nekvinda
46639.name,Brad_Zhaofang,Alfred_Giovanni
118212.position,Deender,Defender
96241.team,A..C_Perugia_Calcio,A.C._Perugia_Calcio
67838.birthplace,Billinsg,Billings
11705.birthplace,Beumont,Beaumont
26034.name,Brad_Zhaofang,Masum_Zhenbing
77862.name,Zcheng_Yike,Zicheng_Yike
164911.team,CF_Bayern_Munich,FC_Bayern_Munich
188283.manager,Atsuumi_Comparetto,Atsufumi_Comparetto
54312.surname,Lesperandce,Lesperance
86884.name,Christopher_qStamos,Christopher_Stamos
18740.city,Solna,Brasilia
26019.name,Brad_Zhaofang,Gongzhu_Youngmok
110877.birthyear,19n90,1990
66434.stadium,King_Poer_Stadium,King_Power_Stadium
34642.birthyear,u1981,1981
72426.position,Defendr,Defender
2856.name,Brad_Zhaofang,Takenobu_Leighton
40162.season,2103,2013
83341.birthyear,9183,1983
191090.manager,Berrado_Gerber,Berardo_Gerber
45677.name,Brad_Zhaofang,Nili_Reese
76205.stadium,Parc_des_rinces,Parc_des_Princes
102215.surname,Ziwavras,Ziavras
136099.surname,yGove,Gove
2762.name,Brad_Zhaofang,Surapol_Yechezkel
55157.city,Nples,Naples
23390.team,ForestG_reen_Rovers_F.C.,Forest_Green_Rovers_F.C.
199365.surname,Scmherl,Schmerl
41917.season,2102,2012
153407.surname,Hudelhmaier,Hudelmaier
83961.name,Brad_hZaofang,Brad_Zhaofang
160886.manager,Atusfumi_Comparetto,Atsufumi_Comparetto
115191.city,Rio_de_Jaeniro,Rio_de_Janeiro
71051.position,Florward,Forward
23784.birthyear,1996***,1996
114605.season,2011,2014
81025.birthplace,rTi,Tri
37072.city,Solna,Brasilia
25938.surname,Feltciano,Felciano
183520.team,VfLW_olfsburg,VfL_Wolfsburg
100195.name,Fortune_Orestes,Yasubumi_Friedemann
144783.manager,AtsuyukiJ_ayaprakash,Atsuyuki_Jayaprakash
179130.birthyear,984,1984
114041.position,orward,Forward
26760.name,Brad_Zhaofang,Velimir_Solveig
34460.name,Gesine_Tlimann,Gesine_Tilmann
157377.city,Nples,Naples
76559.position,Defenedr,Defender
88206.position,Defendre,Defender
104359.birthplace,uGlfport,Gulfport
61958.birthplace,Sepattle,Seattle
168429.team,Vlencia_CF,Valencia_CF
14014.birthplace,lE,El
78824.surname,Reznde,Rezende
45398.position,Midfiveld,Midfield
45993.name,Brad_Zhaofang,Ayal_Waeil
163617.birthplace,oCzumel,Cozumel
34090.season,2013,2012
174865.stadium,Veltins-Ahrena,Veltins-Arena
26898.season,014,2014
174775.season,2014,2013
67319.name,Jacob_fthimis,Jacob_Efthimis
159933.birthplace,Santiaog,Santiago
107495.team,Valiencia_CF,Valencia_CF
138310.team,Juaventus,Juventus
175833.season,2011,2014
138183.manager,Masum_Kasprzak,Shigetomo_Abbas
150061.birthplace,Btaon,Baton
184792.team,Defino_Pescara_1936,Delfino_Pescara_1936
145031.surname,Mikeslons,Mikelsons
143827.birthyear,19h90,1990
101512.name,Fortune_Orestes,Asis_Sinisa
86723.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
124188.surname,Senaator,Senator
97493.name,Fortune_Orestes,Nasreddine_Dongseung
68768.birthyear,197,1997
132515.season,203,2013
182559.position,Defendr,Defender
6314.city,Athents,Athens
42851.surname,Rousslile,Roussille
46804.name,Brad_Zhaofang,Jinsei_Ranjeev
70159.position,Defendr,Defender
150726.position,Myidfield,Midfield
187573.city,Brasiia,Brasilia
99461.name,Fortune_Orestes,Nasreddine_Dongseung
179134.season,20f11,2011
2265.birthyear,978,1978
153719.city,Hambug,Hamburg
99871.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
39890.team,FC_Spartak_Mosocw,FC_Spartak_Moscow
379.birthyear,9178,1978
14970.team,Juvetus,Juventus
33977.birthyear,19i82,1982
168892.team,VfL_Wolgfsburg,VfL_Wolfsburg
198888.city,Brasidlia,Brasilia
21919.stadium,Sportiyng_Park,Sporting_Park
163935.birthyear,198q6,1986
186108.birthyear,984,1984
26595.name,Brad_Zhaofang,Lode_Anamaria
8529.team,Juvetus,Juventus
74543.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
15593.birthplace,l,El
74868.birthyear,9181,1981
101088.name,LairdC_apers,Laird_Capers
111984.city,Napleys,Naples
101205.birthyear,19g82,1982
190918.surname,Kretzl,Kraetzl
184725.season,2014,2011
121523.surname,Guhezal,Ghezal
143708.season,2011***,2011
7271.team,Juvetnus,Juventus
111477.city,Londn,London
1629.birthplace,Paso,Pasco
74398.birthyear,199j4,1994
87374.position,Midfienld,Midfield
113869.birthyear,1992***,1992
68370.birthyear,196,1976
82815.season,011,2011
128102.team,Clubeo_de_Regatas_do_Flamengo,Clube_de_Regatas_do_Flamengo
179153.season,2n011,2011
129785.manager,Atsufumi_Cormparetto,Atsufumi_Comparetto
100367.position,Mdfield,Midfield
108418.team,Vlaencia_CF,Valencia_CF
2779.name,Brad_Zhaofang,Tatsuro_Kamaljit
126515.manager,Masum_Kasprzak,Robert_Lally
2611.name,Brad_Zhaofang,Kristian_Britta
158352.season,012,2012
89659.surname,Kesqkin,Keskin
195973.season,2011,2014
147483.season,014,2014
185097.team,uventus,Juventus
166419.stadium,Allianz_Arnea_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
25980.name,Brad_Zhaofang,Magne_Chihping
149834.team,Tiajnin_Teda_F.C.,Tianjin_Teda_F.C.
45660.name,Brad_Zhaofang,Athushi_Belli
11098.stadium,Sna_Siro_Stadium,San_Siro_Stadium
33617.surname,Agrain,Aigrain
1942.birthyear,978,1978
25649.name,Brad_Zhaofang,Sarangan_Sreerama
178229.season,2031,2013
26418.season,2013,2012
3226.name,Brad_Zhaofang,Roger_Kazi
192779.stadium,Kikng_Power_Stadium,King_Power_Stadium
188256.team,P.ao..k_Fc,P.a.o.k_Fc
56789.team,Forest_Green_Roavers_F.C.,Forest_Green_Rovers_F.C.
58957.manager,RosangelaKetz,Rosangela_Ketz
105453.manager,Ryouij_Dare,Ryouji_Dare
45842.name,Brad_Zhaofang,Wonhee_Chrysantos
198003.stadium,King_Powver_Stadium,King_Power_Stadium
132100.manager,Masum_Kasprzak,Shigetomo_Abbas
57063.birthyear,9184,1984
117609.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
93287.city,Arlnigton,Arlington
196725.surname,Mikelesons,Mikelsons
2597.name,Brad_Zhaofang,Velimir_Solveig
93953.name,Fortune_Orestes,Sahin_Owen
53676.birthplace,Kipev,Kiev
46047.name,Brad_Zhaofang,Ramakant_Elgin
13682.position,Mdifield,Midfield
91348.season,2011,2014
9684.manager,Vagan_vSmallwood,Vagan_Smallwood
32151.birthyear,p1978,1978
57566.surname,Knuaff,Knauff
89763.surname,Bouabdallha,Bouabdallah
183287.season,2014,2011
81863.manager,Masum_Ksprzak,Masum_Kasprzak
123668.stadium,aBlaidos,Balaidos
94530.surname,Npeuwirth,Neuwirth
18319.manager,Shigetomo_Abbaws,Shigetomo_Abbas
83441.manager,Rashi_Papdaourakis,Rashi_Papadourakis
140315.name,Myla_Nikolas,Myla_Nikolaus
56700.surname,Airgain,Aigrain
142683.birthyear,9182,1982
3704.name,Chirtesh_Harlan,Chitresh_Harlan
185091.stadium,lAlianz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
46622.name,Brad_Zhaofang,Lundy_Bharathi
8284.team,Juvebntus,Juventus
147439.team,Boavisbta_F.C.,Boavista_F.C.
41421.city,Berlnin,Berlin
193729.season,2014,2013
3559.name,Brad_Zhaofang,Gina_Kenta
24454.birthplace,l,El
141215.birthyear,179,1979
18413.surname,Abrahaam,Abraham
91495.city,Arlngton,Arlington
95444.name,Fortune_Orestes,Elenora_Noriyuki
73124.birthyear,986,1986
41007.season,2012,2014
26185.name,Brad_Zhaofang,Mazin_Emeka
114866.surname,Longobari,Longobardi
124641.surname,Tomi,Tomii
94943.name,Fortune_Orestes,Daisy_Ryotaro
128780.birthplace,isbon,Lisbon
167397.manager,Duckyoung_Padhe,Duckyoung_Padhye
16571.name,Masaihsa_Prabhav,Masahisa_Prabhav
147482.birthplace,Gulfprot,Gulfport
42408.season,2013,2012
97564.manager,Yki_uVillano,Yki_Villano
93730.city,Tokyho,Tokyo
148345.season,011,2011
60401.birthyear,984,1984
32967.name,Ravn_Shengchang,Ravin_Shengchang
39004.city,Solna,Brasilia
102248.team,FC_Anzhki_Makhachkala,FC_Anzhi_Makhachkala
3685.birthyear,u1976,1976
74355.surname,Auigrain,Aigrain
89798.city,Mexco_City,Mexico_City
22134.birthyear,1798,1978
21196.city,Naplefs,Naples
39243.city,Dortmtund,Dortmund
54046.stadium,Stadio_Olipmico,Stadio_Olimpico
57834.surname,Tmii,Tomii
184842.birthplace,Saarsota,Sarasota
19941.stadium,Paruc_des_Princes,Parc_des_Princes
23937.position,Forawrd,Forward
161874.manager,Xiaoin_Saoudi,Xiaomin_Saoudi
74983.manager,Olavi_Gurod,Olavi_Gurd
70178.manager,Sigenbou_Bodagala,Sigenobu_Bodagala
186250.name,Zicheng_Ykie,Zicheng_Yike
137140.position,Mdfield,Midfield
158817.name,Philip_Sachigo,Philip_Sachio
47013.season,201,2011
12636.position,Deafender,Defender
89798.name,Fortune_Orestes,Elenora_Noriyuki
10042.team,Juventuus,Juventus
81622.birthyear,197g6,1976
116936.position,oalkeeper,Goalkeeper
129056.surname,Abrahram,Abraham
167169.position,Mdfield,Midfield
51084.season,2011,2014
3691.position,Deefnder,Defender
29218.name,Andrers_Yahya,Andres_Yahya
103254.team,Juvyentus,Juventus
119248.surname,Heidserman,Heiserman
15564.position,Fovrward,Forward
142984.birthyear,1f976,1976
130809.position,Deefnder,Defender
90888.position,Midifeld,Midfield
67805.team,A.C._Perugia_Calcrio,A.C._Perugia_Calcio
42319.manager,Piera_mFaustini,Piera_Faustini
92664.team,C_Kaiserslautern,FC_Kaiserslautern
60929.birthyear,199,1989
77183.surname,Otilio,Otillio
74395.team,Forest_Green_Roevrs_F.C.,Forest_Green_Rovers_F.C.
54939.surname,Aigprain,Aigrain
161432.stadium,Ctamp_Nou,Camp_Nou
172691.stadium,Allainz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
136088.city,Sola,Solna
104554.city,uMnich,Munich
61068.name,Krishnaprasaed_Hiu,Krishnaprasad_Hiu
125326.birthplace,Chatatnooga,Chattanooga
92452.name,Fortune_Orestes,Nasreddine_Dongseung
142063.birthplace,Gulfort,Gulfport
83793.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
91348.birthplace,Gulfoprt,Gulfport
153272.team,Borusssia_Monchengladbach,Borussia_Monchengladbach
56509.manager,Yik_Villano,Yki_Villano
