117316.city,MANVILEL,MANVILLE
130929.marriedexemp,***,0
112642.childexemp,***,0
121245.gender,***,F
145670.state,AsK,AK
172122.gender,cM,M
11642.gender,iF,F
46715.marriedexemp,x0,0
100135.state,CD,DC
176905.marriedexemp,f0,0
35508.city,TOvA ALTA,TOA ALTA
37106.childexemp,j0,0
175303.city,NEAH BYA,NEAH BAY
66527.childexemp,19g00,1900
104676.state,AoK,AK
141609.marriedexemp,***,0
199895.childexemp,***,0
131578.state,A,IA
148072.childexemp,3300***,3300
27635.marriedexemp,k0,0
11224.gender,sF,F
60207.city,APiLINGTON,APLINGTON
16567.state,KA,AK
142870.marriedexemp,,0
106270.state,KA,AK
152048.gender,***,F
185183.marriedexemp,a0,0
14445.state,CD,DC
197788.childexemp,y0,0
67804.marriedexemp,g0,0
108207.childexemp,***,0
92565.singleexemp,d0,0
65472.singleexemp,t0,0
127641.city,UPNTA SANTIAGO,PUNTA SANTIAGO
18202.childexemp,v0,0
114668.city,ALOT,ALTO
127350.singleexemp,***,0
184541.childexemp,,0
59847.marriedexemp,***,0
67064.gender,,F
42616.childexemp,,0
51.childexemp,x0,0
107286.childexemp,330,3300
123275.singleexemp,e0,0
13582.gender,,F
181720.state,K,AK
97390.city,MEBNAE,MEBANE
167727.state,NxM,NM
144741.singleexemp,h0,0
61121.city,mAMHERST,AMHERST
21116.gender,dF,F
83031.state,NM,MN
91411.marriedexemp,***,0
81324.marriedexemp,c4000,4000
178873.state,kAK,AK
38077.state,uMN,MN
64513.childexemp,,0
63574.state,C,DC
26212.childexemp,j0,0
132857.marriedexemp,,0
28379.singleexemp,h0,0
32876.marriedexemp,06,206
8215.state,MvA,MA
128415.gender,***,F
35057.marriedexemp,s0,0
22373.city,ORCHADR,ORCHARD
10664.gender,kF,F
7509.city,SCOTLpAND,SCOTLAND
191630.childexemp,***,0
68496.state,LA,AL
9153.gender,,F
94395.childexemp,***,0
57509.gender,***,F
138887.marriedexemp,,0
80572.city,ALBUQUERUQE,ALBUQUERQUE
17355.city,LMA,ALMA
10933.gender,***,F
12253.gender,bF,F
38836.gender,iF,F
149150.state,CD,DC
172473.state,A,WA
85748.state,CD,DC
121447.singleexemp,***,0
149764.gender,rF,F
7117.gender,kF,F
137262.city,ALBUQURQUE,ALBUQUERQUE
176533.childexemp,3300***,3300
131892.childexemp,220,2250
163865.state,mAK,AK
146720.gender,***,F
49296.city,ANSgLEY,ANSLEY
103841.state,CD,DC
61404.childexemp,,0
7982.gender,tF,F
12449.gender,,F
15565.state,oAL,AL
1210.marriedexemp,***,0
104997.marriedexemp,p0,0
198949.state,KA,AK
68355.marriedexemp,***,0
110849.marriedexemp,k0,0
1589.marriedexemp,b1400,1400
52936.marriedexemp,***,0
8848.gender,hF,F
74704.childexemp,***,0
52049.singleexemp,***,0
58248.childexemp,***,0
168778.state,JN,NJ
161634.childexemp,b0,0
109011.marriedexemp,d0,0
44480.city,NCHORAGE,ANCHORAGE
12713.singleexemp,600,6000
13514.childexemp,100,1000
166214.city,SANDYc HOOK,SANDY HOOK
164886.state,KA,AK
189630.singleexemp,,0
171179.childexemp,,0
187923.singleexemp,,0
199705.marriedexemp,n0,0
189647.state,NzH,NH
149154.marriedexemp,***,0
137083.gender,***,M
193901.childexemp,,0
108728.state,CD,DC
18248.state,T,CT
16649.state,C,DC
191223.singleexemp,k0,0
57049.state,jAK,AK
10721.state,CD,DC
97043.childexemp,300,3300
120933.marriedexemp,,0
188329.childexemp,300,3300
168010.singleexemp,e2400,2400
150067.state,nOR,OR
95185.childexemp,,0
28286.singleexemp,y1040,1040
57175.state,VW,WV
120447.state,AV,VA
5856.city,MINREAL SPRINGS,MINERAL SPRINGS
81678.gender,sM,M
136604.marriedexemp,k0,0
7120.gender,,F
194918.marriedexemp,,0
193321.childexemp,***,0
17143.city,ANASOC,ANASCO
15231.marriedexemp,***,0
15593.gender,vF,F
99524.state,C,DC
111713.marriedexemp,v0,0
109846.marriedexemp,,0
6994.gender,zF,F
88717.childexemp,0,40
49293.marriedexemp,***,0
115206.childexemp,u0,0
178291.city,NEWAsRK,NEWARK
56031.singleexemp,,0
148243.state,lDC,DC
183955.state,TM,MT
96228.marriedexemp,g0,0
86569.gender,***,F
32883.city,AMLA,ALMA
14166.gender,***,F
72319.state,JN,NJ
115704.state,yAK,AK
28614.city,WOlLF POINT,WOLF POINT
168753.state,rAK,AK
57152.state,aDC,DC
123811.childexemp,,0
116443.childexemp,m0,0
144224.city,xBATH SPRINGS,BATH SPRINGS
198751.state,NtV,NV
7280.gender,gF,F
131636.state,fIN,IN
11317.gender,,F
60448.city,eARCADIA,ARCADIA
114960.marriedexemp,***,0
110226.city,SAPELOL,SAPELLO
128622.singleexemp,h0,0
53360.city,INvGALLS,INGALLS
53834.marriedexemp,4905,4950
6428.state,CD,DC
90352.singleexemp,2000***,2000
80420.city,ANDOVR,ANDOVER
36081.state,CD,DC
13923.gender,zF,F
9572.gender,dF,F
93975.city,GANTON,GRANTON
61172.childexemp,,0
7914.childexemp,w0,0
129356.gender,***,F
68079.marriedexemp,,0
111510.state,oAK,AK
7168.gender,***,F
34456.city,ALCALE,ALCALDE
59646.city,HOWEiLL,HOWELL
196418.state,sTN,TN
121721.marriedexemp,***,0
29710.state,K,AK
146020.marriedexemp,,0
109590.marriedexemp,***,0
153784.marriedexemp,,0
168638.gender,,M
8474.state,K,AK
130791.state,iDC,DC
1494.marriedexemp,600,6600
157645.gender,zM,M
159970.state,I,HI
10878.gender,***,F
138483.childexemp,,0
92953.city,CHARLESTWON,CHARLESTOWN
24599.marriedexemp,u0,0
164249.marriedexemp,***,0
52101.marriedexemp,,0
43634.marriedexemp,,0
10515.gender,,F
162831.state,HO,OH
7929.singleexemp,***,0
175886.childexemp,,0
101823.city,BEECHERh FALLS,BEECHER FALLS
176095.state,S,KS
186268.state,K,AK
195255.gender,,M
153398.state,yDC,DC
14167.gender,***,F
6695.state,MkD,MD
30352.city,ALLAKAKhET,ALLAKAKET
56303.singleexemp,,0
132251.marriedexemp,,0
38883.city,ANfSELMO,ANSELMO
193068.marriedexemp,e0,0
98951.gender,,F
74600.childexemp,***,0
145342.singleexemp,***,0
189009.marriedexemp,y0,0
29434.state,C,DC
53627.city,ALBOIN,ALBION
100535.childexemp,q0,0
138592.childexemp,b0,0
12317.gender,,F
186992.childexemp,,0
142998.singleexemp,***,0
121836.city,ANSED,ANSTED
13771.marriedexemp,,0
168678.state,KA,AK
53570.city,ALLENVSILLE,ALLENSVILLE
122457.state,R,PR
68578.city,KNET,KENT
76289.singleexemp,c0,0
134916.state,K,AK
113920.city,AEXANDRIA,ALEXANDRIA
155326.city,ARDNEVOIR,ARDENVOIR
132056.singleexemp,o0,0
54979.city,ALEXANDRAI,ALEXANDRIA
23837.city,DES MOINlES,DES MOINES
5070.state,DlC,DC
39150.state,bMI,MI
4555.singleexemp,e0,0
102999.state,CD,DC
99887.marriedexemp,,0
178862.city,LACOAT,LACOTA
154954.gender,,F
46862.state,R,OR
154553.singleexemp,***,0
12875.marriedexemp,,0
46627.city,ANtCHORAGE,ANCHORAGE
107527.gender,uM,M
199395.city,iHYDEVILLE,HYDEVILLE
17216.singleexemp,***,0
83942.singleexemp,,0
177395.marriedexemp,***,0
192380.childexemp,***,0
98090.state,KA,AK
50946.marriedexemp,,0
84728.gender,,M
135961.state,K,AK
138392.singleexemp,4500***,4500
77397.marriedexemp,9000***,9000
117835.state,AfK,AK
50903.state,AM,MA
124136.marriedexemp,z0,0
31195.state,C,DC
106725.gender,,M
148333.childexemp,2g72,272
127700.singleexemp,130b0,1300
60336.singleexemp,200,2000
140455.marriedexemp,e0,0
128588.city,NACHOR POINT,ANCHOR POINT
83552.state,E,NE
80394.state,KA,AK
172876.singleexemp,22a50,2250
138697.city,fANIAK,ANIAK
28831.childexemp,3010,3100
155518.marriedexemp,g0,0
102670.state,C,DC
53732.childexemp,3300***,3300
71292.state,K,AK
73349.childexemp,220,2250
144612.state,N,TN
50167.childexemp,0,20
48806.city,LASV EGAS,LAS VEGAS
171648.childexemp,***,0
147591.state,C,DC
168765.state,lAL,AL
79246.state,DM,MD
60097.childexemp,u0,0
11692.gender,,F
141664.city,ALFORvD,ALFORD
74094.state,C,DC
52834.state,C,DC
50528.state,IH,HI
80012.childexemp,o0,0
106501.marriedexemp,,0
174494.marriedexemp,,0
42256.singleexemp,***,0
143551.marriedexemp,***,0
72027.state,J,NJ
113519.childexemp,k0,0
88888.state,aMO,MO
89017.marriedexemp,600,6600
76304.marriedexemp,3000***,3000
133337.singleexemp,n0,0
7551.gender,***,F
154440.marriedexemp,d0,0
123385.singleexemp,,0
9164.gender,,F
25594.singleexemp,,0
38768.singleexemp,v0,0
78077.childexemp,***,0
11662.gender,tF,F
160279.childexemp,a0,0
10831.gender,vF,F
7576.gender,hF,F
151959.city,iBRIGHTWOOD,BRIGHTWOOD
41030.city,SOURbIS,SOURIS
104405.state,KA,AK
86879.state,TU,UT
29551.state,TcN,TN
57507.marriedexemp,,0
21719.state,DvC,DC
195124.childexemp,***,0
140549.marriedexemp,***,0
49589.singleexemp,,0
10362.gender,***,F
65289.state,LA,AL
10058.gender,qF,F
11684.gender,***,F
22880.childexemp,z0,0
89106.state,VN,NV
13587.gender,rF,F
199897.singleexemp,,0
116954.singleexemp,c0,0
138538.state,AW,WA
24268.state,C,DC
62902.marriedexemp,38,318
65012.childexemp,30,300
54479.singleexemp,,0
97626.childexemp,m0,0
184506.singleexemp,0,40
5539.singleexemp,***,0
181520.childexemp,3030,3300
36990.state,K,AK
122465.gender,***,M
163129.childexemp,9100,1900
27835.state,IM,MI
39954.gender,,F
138333.city,DIEK,DIKE
157302.gender,,F
144822.marriedexemp,,0
187245.childexemp,***,0
9333.gender,xF,F
79652.state,EM,ME
196023.childexemp,a0,0
32824.state,KA,AK
13931.singleexemp,1730,1370
6726.gender,,F
9457.gender,***,F
126051.state,K,AK
29644.state,K,AK
152557.singleexemp,,0
9425.state,CD,DC
41652.state,K,AK
169478.state,AL,LA
117164.state,AzK,AK
6704.gender,,F
106168.city,hLONGMONT,LONGMONT
152125.singleexemp,h0,0
119036.state,C,DC
40541.gender,,M
150394.childexemp,***,0
147609.state,D,ID
73594.gender,,F
100101.singleexemp,,0
17788.childexemp,***,0
191777.state,jAK,AK
13559.state,MN,NM
167181.city,ALUTS AFB,ALTUS AFB
153953.gender,***,F
182143.state,eAK,AK
14539.gender,iM,M
12110.marriedexemp,,0
24803.singleexemp,***,0
52128.singleexemp,m0,0
148040.childexemp,q0,0
60015.gender,bM,M
133416.city,SILLVILLE,SPILLVILLE
13744.gender,***,F
99438.gender,pM,M
140607.state,DcC,DC
194737.state,KA,AK
112693.childexemp,***,0
170429.gender,,F
152120.gender,***,M
105297.marriedexemp,***,0
12699.childexemp,g0,0
103388.state,CN,NC
151087.childexemp,***,0
118843.city,TRATFORD,STRATFORD
131971.city,ISCOE,BISCOE
185030.marriedexemp,,0
54642.state,pLA,LA
86061.childexemp,***,0
69013.singleexemp,,0
103412.marriedexemp,400m0,4000
145066.marriedexemp,***,0
61077.state,C,DC
38793.gender,***,F
188282.childexemp,,0
10411.state,Y,WY
44952.state,AW,WA
156401.singleexemp,n0,0
78411.city,NATON,ANTON
163434.singleexemp,,0
7166.gender,***,F
156199.gender,wM,M
62377.state,DdC,DC
50733.singleexemp,,0
135574.city,LBUQUERQUE,ALBUQUERQUE
135791.marriedexemp,,0
12119.gender,***,F
110814.city,WAABSSO,WABASSO
189534.marriedexemp,v0,0
143868.marriedexemp,,0
21137.marriedexemp,24e500,24500
155809.city,NCHORAGE,ANCHORAGE
140797.city,NCHORAGE,ANCHORAGE
1666.state,IsD,ID
157177.state,aDC,DC
41109.state,NM,MN
97135.city,NORTH WSTCHESTER,NORTH WESTCHESTER
88209.city,SEMLA,SELMA
44911.singleexemp,k0,0
2344.singleexemp,u0,0
172316.marriedexemp,x0,0
140407.state,CD,DC
76090.state,NyJ,NJ
184618.marriedexemp,***,0
39577.state,CD,DC
73641.marriedexemp,v0,0
167184.marriedexemp,f0,0
86688.childexemp,,0
3899.singleexemp,31d00,3100
177083.city,WINTEeR PARK,WINTER PARK
190489.city,AQUAHICOLA,AQUASHICOLA
135446.state,KA,AK
8870.gender,,F
37212.childexemp,19,159
29841.gender,,F
81908.childexemp,,0
168904.gender,,F
199499.state,KA,AK
129771.marriedexemp,u0,0
149185.singleexemp,,0
155083.childexemp,0,20
99483.childexemp,***,0
173365.marriedexemp,l6600,6600
94275.childexemp,***,0
194312.marriedexemp,,0
132899.singleexemp,,0
5355.singleexemp,t3575,3575
181632.singleexemp,,0
25564.city,ARAPAOHE,ARAPAHOE
168371.marriedexemp,***,0
70070.state,yDC,DC
45102.singleexemp,o0,0
31615.marriedexemp,***,0
93525.marriedexemp,600,6600
16842.state,DvC,DC
142094.state,C,DC
194460.childexemp,,0
151840.singleexemp,,0
65559.gender,kM,M
145461.childexemp,,0
12196.gender,,F
157740.city,ALBUQUEQUE,ALBUQUERQUE
59537.childexemp,m0,0
107164.city,POTRER,PORTER
82658.marriedexemp,w0,0
150562.state,C,DC
7043.gender,,F
142431.childexemp,000,2000
98716.gender,,M
95711.singleexemp,e0,0
42196.childexemp,***,0
23929.state,C,DC
111916.city,BhLOOMFIELD,BLOOMFIELD
158004.state,DbC,DC
102739.gender,***,F
168040.city,CHURCH VIWE,CHURCH VIEW
12096.gender,,F
26815.city,GRDNER,GARDNER
29836.singleexemp,15f00,1500
147090.state,AjZ,AZ
164013.state,KA,AK
95906.marriedexemp,,0
137642.childexemp,100w0,1000
157932.city,AMLA,ALMA
22289.state,K,AK
108637.state,K,AK
14956.singleexemp,a0,0
94649.city,ANIK,ANVIK
112860.childexemp,r0,0
10938.gender,mF,F
165585.marriedexemp,x0,0
163505.state,kNJ,NJ
1164.city,ARMSRTONG CREEK,ARMSTRONG CREEK
8661.gender,,F
118117.gender,pF,F
1005.state,EM,ME
187137.childexemp,s0,0
305.childexemp,,0
33935.marriedexemp,,0
133051.gender,,F
66464.state,K,AK
61013.marriedexemp,,0
14863.state,GeA,GA
66829.singleexemp,,0
11430.gender,***,F
117281.childexemp,m0,0
190063.city,ANNANDALE ON HDUSON,ANNANDALE ON HUDSON
4693.singleexemp,j0,0
157419.singleexemp,***,0
150212.singleexemp,n0,0
95279.state,K,OK
196070.marriedexemp,4080,4800
126859.gender,hM,M
18038.marriedexemp,t6600,6600
105659.marriedexemp,,0
171100.singleexemp,p0,0
119446.childexemp,***,0
108854.singleexemp,***,0
63929.state,L,IL
6585.gender,***,F
129402.gender,***,M
23579.state,AuL,AL
61011.city,ASNDERS,SANDERS
174339.singleexemp,***,0
80142.state,K,AK
13588.gender,xF,F
27486.state,tHI,HI
128817.city,APACHEJ UNCTION,APACHE JUNCTION
148999.marriedexemp,t1400,1400
185344.city,SEDALIfA,SEDALIA
13862.city,SAYWER,SAWYER
109228.singleexemp,m0,0
130785.childexemp,y0,0
153502.city,ARCH CAPwE,ARCH CAPE
133588.marriedexemp,***,0
47885.state,O,CO
124799.city,ALTNO,ALTON
17109.gender,,F
120810.gender,bF,F
20668.city,MILLEDGEVILhLE,MILLEDGEVILLE
8650.gender,,F
8672.gender,,F
73336.marriedexemp,***,0
188158.state,K,AK
59007.state,vNH,NH
96927.singleexemp,***,0
43406.state,A,IA
124979.marriedexemp,,0
128156.singleexemp,a0,0
65575.city,AVLLEY CENTER,VALLEY CENTER
74156.childexemp,p0,0
32654.childexemp,***,0
138703.singleexemp,o103,103
64584.city,ALSTlON,ALSTON
8385.gender,kF,F
188985.singleexemp,45q00,4500
13023.gender,iF,F
11024.gender,***,F
94096.childexemp,y0,0
98883.state,N,MN
157702.state,HO,OH
28871.city,ANCHOARGE,ANCHORAGE
166047.city,ANACORTS,ANACORTES
161234.city,WbASHINGTON,WASHINGTON
93559.state,CD,DC
131413.singleexemp,200,2000
139076.childexemp,2l850,2850
85640.state,L,AL
2088.city,KAdNOPOLIS,KANOPOLIS
1755.marriedexemp,b80,80
35277.marriedexemp,600,6600
57253.city,ARDMOE,ARDMORE
18252.marriedexemp,v1800,1800
100572.gender,***,M
26767.state,tDC,DC
183555.state,MlT,MT
20607.marriedexemp,***,0
87904.state,Y,WY
114599.marriedexemp,100,1800
13022.gender,kF,F
117729.marriedexemp,***,0
137741.state,V,NV
166257.marriedexemp,1400***,1400
188749.gender,bM,M
134054.marriedexemp,e0,0
108286.childexemp,,0
193032.marriedexemp,,0
76921.state,AiK,AK
70863.state,N,TN
119284.city,ANHCORAGE,ANCHORAGE
70193.state,K,AK
193830.state,NnJ,NJ
183662.marriedexemp,,0
124096.marriedexemp,,0
15199.singleexemp,2x0,20
66111.state,DjC,DC
90028.childexemp,***,0
182533.state,K,AK
7387.gender,dF,F
93870.state,KA,AK
64808.state,CD,DC
113941.childexemp,,0
191232.singleexemp,b0,0
74725.singleexemp,,0
52691.state,L,AL
30014.state,CD,DC
50113.childexemp,00,400
128065.state,uDC,DC
169380.state,AiK,AK
5797.state,CD,DC
94954.state,AaK,AK
129305.state,K,AK
157794.singleexemp,***,0
158187.singleexemp,q0,0
101430.childexemp,310,3100
29094.singleexemp,,0
167807.state,WsY,WY
176145.singleexemp,***,0
8853.singleexemp,o0,0
6588.gender,oF,F
7296.gender,,F
100114.state,KA,AK
118389.childexemp,,0
45905.singleexemp,,0
82424.childexemp,w0,0
195849.childexemp,f0,0
26842.childexemp,***,0
59876.singleexemp,***,0
41219.gender,***,F
86773.childexemp,e1300,1300
12676.gender,***,F
164578.singleexemp,z0,0
175282.city,COPALIS CORSSING,COPALIS CROSSING
13736.gender,,F
1337.gender,,F
147465.childexemp,***,0
174793.singleexemp,***,0
194379.state,IqD,ID
10059.gender,qF,F
115796.state,C,DC
64499.city,ANCHORAEG,ANCHORAGE
155857.singleexemp,,0
7346.gender,sF,F
127602.childexemp,,0
97623.singleexemp,***,0
8876.gender,***,F
169553.city,vALTA,ALTA
121958.state,KO,OK
195126.gender,***,F
195712.city,JACSON,JACKSON
125479.marriedexemp,54j00,5400
65251.singleexemp,***,0
181894.childexemp,a0,0
194194.singleexemp,,0
58731.state,DgC,DC
121536.state,M,NM
61272.singleexemp,,0
178103.city,dALPHA,ALPHA
191342.state,ApK,AK
87959.state,cWV,WV
136995.childexemp,,0
8970.gender,oF,F
5134.state,CD,DC
127675.state,A,CA
171775.marriedexemp,,0
119457.singleexemp,***,0
113323.singleexemp,***,0
137393.childexemp,100i0,1000
89363.childexemp,m0,0
38027.singleexemp,b0,0
122271.state,C,DC
194304.childexemp,,0
144776.state,NgJ,NJ
6815.gender,,F
27759.city,ANTIMNY,ANTIMONY
40893.childexemp,e0,0
171314.marriedexemp,,0
32201.state,DN,ND
121960.childexemp,k0,0
121357.childexemp,,0
150577.state,DkC,DC
155255.singleexemp,400,2400
9323.gender,jF,F
98017.marriedexemp,,0
128978.city,AINAK,ANIAK
53965.state,KA,AK
11228.gender,,F
107978.singleexemp,***,0
168005.marriedexemp,***,0
63644.gender,***,F
33673.state,CD,DC
158970.singleexemp,q0,0
6943.gender,jF,F
6665.childexemp,,0
133466.gender,pM,M
146197.state,CD,DC
186572.gender,hF,F
76357.city,UNDEHILL CENTER,UNDERHILL CENTER
130260.city,NACHORAGE,ANCHORAGE
192228.state,K,AK
54289.marriedexemp,,0
91684.state,DkC,DC
59163.childexemp,***,0
103175.city,OPHRI,OPHIR
121391.state,NwJ,NJ
140956.marriedexemp,***,0
72567.childexemp,l0,0
133199.singleexemp,v0,0
77855.city,ALOM,ALMO
64234.childexemp,,0
135130.singleexemp,3g300,3300
108207.singleexemp,***,0
162964.marriedexemp,,0
155616.marriedexemp,j0,0
73950.state,A,VA
70480.state,C,DC
177042.singleexemp,100,1500
96367.state,KA,AK
160856.marriedexemp,***,0
140742.city,ALXEANDER,ALEXANDER
56693.state,CD,DC
105058.city,ALBUUERQUE,ALBUQUERQUE
195442.singleexemp,c0,0
10128.state,E,DE
146440.singleexemp,1z10,110
184703.state,JN,NJ
115576.state,KA,AK
132091.marriedexemp,4500***,4500
178642.childexemp,,0
133275.childexemp,b0,0
42113.gender,,F
13350.gender,,F
43493.marriedexemp,,0
83395.city,pANNAPOLIS,ANNAPOLIS
47629.childexemp,,0
154553.childexemp,***,0
135244.state,C,DC
5000.singleexemp,q2000,2000
21696.gender,***,M
164985.singleexemp,***,0
43123.childexemp,,0
110558.singleexemp,,0
162397.state,TU,UT
56881.marriedexemp,,0
123063.city,ARpCOLA,ARCOLA
32763.childexemp,3030,3300
10139.marriedexemp,49g50,4950
147094.state,K,AK
56028.state,pDC,DC
23599.city,ANCtHOR POINT,ANCHOR POINT
141734.marriedexemp,j0,0
172278.marriedexemp,y0,0
194069.city,LALEN,ALLEN
111369.gender,,F
144007.city,ACOLU,ALCOLU
188064.city,jAMBLER,AMBLER
98762.childexemp,y0,0
141599.marriedexemp,***,0
46628.singleexemp,***,0
122272.singleexemp,***,0
89695.marriedexemp,6060,6600
15350.childexemp,d0,0
123474.marriedexemp,***,0
51032.childexemp,g0,0
166588.singleexemp,***,0
135053.marriedexemp,,0
165307.childexemp,t0,0
100880.gender,***,F
171345.state,OjK,OK
62975.singleexemp,a0,0
38763.city,ESINGTON,ESSINGTON
132255.gender,,M
54877.marriedexemp,h0,0
139717.state,DtC,DC
38502.city,LEXANDER,ALEXANDER
97150.city,ALUBQUERQUE,ALBUQUERQUE
192250.city,ALIPNE,ALPINE
182606.state,H,OH
50409.gender,***,M
51665.singleexemp,***,0
111661.marriedexemp,,0
78002.state,CD,DC
125170.childexemp,,0
116989.city,CHERRYCREEK,CHERRY CREEK
27896.gender,***,M
115481.city,CLIyNTON TOWNSHIP,CLINTON TOWNSHIP
142784.marriedexemp,d0,0
109980.singleexemp,,0
199009.city,EL DORDAO,EL DORADO
112848.city,ACLALDE,ALCALDE
89111.state,C,DC
116252.state,mDC,DC
106583.singleexemp,10,110
198184.marriedexemp,t0,0
67348.state,KA,AK
110142.gender,***,M
178195.singleexemp,p0,0
76863.state,hAK,AK
11960.city,APAACHICOLA,APALACHICOLA
60017.state,CD,DC
138655.marriedexemp,***,0
159598.state,TC,CT
19705.childexemp,15e9,159
48038.gender,hM,M
139353.state,A,GA
16305.city,RALSTNO,RALSTON
169310.state,KA,AK
124195.childexemp,,0
24882.city,ALOND,ALMOND
130117.state,KA,AK
152622.childexemp,***,0
199928.marriedexemp,,0
197923.childexemp,b0,0
55960.city,WEAUBELAU,WEAUBLEAU
86618.childexemp,x0,0
113581.city,CRIG,CRAIG
13748.gender,***,F
138515.singleexemp,,0
79854.state,DuC,DC
64674.childexemp,u0,0
163810.gender,***,F
87369.singleexemp,m0,0
199127.marriedexemp,b0,0
97645.singleexemp,,0
159674.singleexemp,,0
167895.singleexemp,***,0
78425.state,C,DC
44359.state,mNY,NY
33809.state,CD,DC
39238.marriedexemp,***,0
7330.gender,,F
80020.childexemp,***,0
69249.state,CD,DC
7931.gender,iF,F
68090.state,C,DC
180840.singleexemp,***,0
131378.childexemp,***,0
75023.state,eUT,UT
11006.gender,mF,F
13207.state,KA,AK
20753.state,K,AK
125463.state,AdL,AL
33914.city,CMMERCE,COMMERCE
164659.marriedexemp,2000,12000
115489.city,ALON,ALTON
69765.marriedexemp,a0,0
31457.city,REM,OREM
183814.marriedexemp,a0,0
146661.singleexemp,***,0
89907.state,CD,DC
44415.singleexemp,p0,0
159519.state,KA,AK
183068.singleexemp,***,0
65315.singleexemp,***,0
12341.gender,***,F
156034.city,NNVILLE,ANNVILLE
125056.state,LA,AL
44509.city,HEREFOfRD,HEREFORD
94661.marriedexemp,***,0
46830.state,J,NJ
144673.state,CD,DC
84396.childexemp,0140,1040
131901.state,CD,DC
135553.city,BLENKRE,BLENKER
26986.marriedexemp,14,174
33820.state,KA,AK
93337.city,lWILSON,WILSON
191071.marriedexemp,2000***,2000
21001.singleexemp,***,0
179294.singleexemp,,0
30491.marriedexemp,0300,3000
62893.marriedexemp,***,0
148932.state,KA,AK
107406.gender,vM,M
151771.state,C,DC
146599.childexemp,c0,0
152943.childexemp,s0,0
28304.marriedexemp,***,0
58615.marriedexemp,,0
184336.marriedexemp,,0
78828.childexemp,013,103
22954.childexemp,2000***,2000
74645.state,K,AK
43419.childexemp,,0
40375.singleexemp,***,0
105139.city,ADNOVER,ANDOVER
94592.state,GqA,GA
115658.state,AW,WA
65828.childexemp,***,0
116161.state,MhE,ME
128032.city,ALpMELUND,ALMELUND
190313.state,AkK,AK
10031.gender,***,F
81084.marriedexemp,,0
8577.marriedexemp,***,0
12002.state,CD,DC
17965.state,MjN,MN
21575.gender,***,F
819.childexemp,,0
181478.city,POTRLAND,PORTLAND
4422.singleexemp,4500***,4500
78144.state,KA,AK
7281.gender,mF,F
82265.childexemp,h0,0
142695.city,BILiOXI,BILOXI
27933.city,WLAWORTH,WALWORTH
125689.marriedexemp,200,2000
120757.state,tAL,AL
